wind_direct,humidity,AQI,wind_direct.1,humidity.1,AQI.1,wind_direct.2,humidity.2,AQI.2,AQI.3
0.062576189,0.798644724,0.146558373,0.0365705,0.486931268,0.176800844,0.097848153,0.395934172,0.24787065,28.81493506
0.0365705,0.486931268,0.176800844,0.097114994,0.395934172,0.24787065,0.073893626,0.460793804,0.26904038,25.7034632
0.097114994,0.395934172,0.24787065,0.073141,0.460793804,0.26904038,0.068818514,0.506292352,0.234261538,83.62345679
0.073141,0.460793804,0.26904038,0.068061764,0.506292352,0.234261538,0.297198538,0.573088093,0.881669053,77.35802469
0.068061764,0.506292352,0.234261538,0.296627387,0.573088093,0.881669053,0.541412911,0.501452081,0.811636451,47.00734049
0.296627387,0.573088093,0.881669053,0.541040228,0.501452081,0.811636451,0.129719854,0.512100678,0.472388123,42.07251082
0.541040228,0.501452081,0.811636451,0.129012597,0.512100678,0.472388123,0.067194478,0.438528558,0.417228486,41.80194805
0.129012597,0.512100678,0.472388123,0.066436408,0.438528558,0.417228486,0.191027203,0.509196515,0.414204239,54.56481481
0.066436408,0.438528558,0.417228486,0.190369768,0.509196515,0.414204239,0.363377994,0.655372701,0.556862677,32.60281385
0.190369768,0.509196515,0.414204239,0.362860626,0.655372701,0.556862677,0.106577345,0.68731849,0.311379838,48.7012987
0.362860626,0.655372701,0.556862677,0.10585128,0.68731849,0.311379838,0.099472188,0.770571152,0.491322539,54.7808642
0.10585128,0.68731849,0.311379838,0.098740349,0.770571152,0.491322539,0.255196914,0.702807357,0.559277595,43.83116883
0.098740349,0.770571152,0.491322539,0.254591629,0.702807357,0.559277595,0.170523752,0.757986447,0.436886092,41.66666667
0.254591629,0.702807357,0.559277595,0.169849655,0.757986447,0.436886092,0.482582217,0.707647628,0.412692115,15.01623377
0.169849655,0.757986447,0.436886092,0.482161723,0.707647628,0.412692115,0.539382866,0.758954501,0.114803779,51.54012346
0.482161723,0.707647628,0.412692115,0.539008533,0.758954501,0.114803779,0.1500203,0.669893514,0.523053835,58.5617284
0.539008533,0.758954501,0.114803779,0.149329541,0.669893514,0.523053835,0.209703613,0.855759923,0.601538647,57.91358025
0.149329541,0.669893514,0.523053835,0.209061357,0.855759923,0.601538647,0.176207877,0.591481123,0.594293895,73.93880837
0.209061357,0.855759923,0.601538647,0.175538399,0.591481123,0.594293895,0.076532684,0.431752178,0.77341776,89.56481481
0.175538399,0.591481123,0.594293895,0.075782202,0.431752178,0.77341776,0.533779943,0.4482091,0.948079278,65.04320988
0.075782202,0.431752178,0.77341776,0.533401056,0.4482091,0.948079278,0.298213561,0.572120039,0.673986166,84.27160494
0.533401056,0.4482091,0.948079278,0.297643234,0.572120039,0.673986166,0.688388145,0.778315586,0.888913805,24.08008658
0.297643234,0.572120039,0.673986166,0.688134905,0.778315586,0.888913805,0.351197726,0.851887706,0.216116056,15.28679654
0.688134905,0.778315586,0.888913805,0.350670459,0.851887706,0.216116056,0.624035729,0.961277832,0.117828026,13.83399209
0.350670459,0.851887706,0.216116056,0.623730191,0.961277832,0.117828026,0.657531466,0.805421104,0.101589134,24.08008658
0.623730191,0.961277832,0.117828026,0.657253149,0.805421104,0.101589134,0.212342672,0.708615682,0.216116056,32.1969697
0.657253149,0.805421104,0.101589134,0.21170256,0.708615682,0.216116056,0.330085262,0.609874153,0.306843468,80.6969697
0.21170256,0.708615682,0.216116056,0.329540837,0.609874153,0.306843468,0.490519691,0.259438529,0.8489579,91.07246377
0.329540837,0.609874153,0.306843468,0.490105648,0.259438529,0.8489579,0.203816484,0.281703775,0.964931201,49.6482684
0.490105648,0.259438529,0.8489579,0.203169443,0.281703775,0.964931201,0.171132765,0.353339787,0.501907404,30.97943723
0.203169443,0.281703775,0.964931201,0.170459163,0.353339787,0.501907404,0.107389363,0.363020329,0.293234356,33.31451158
0.170459163,0.353339787,0.501907404,0.106663958,0.363020329,0.293234356,0.145960211,0.66214908,0.319334923,33.68506494
0.106663958,0.363020329,0.293234356,0.145266152,0.66214908,0.319334923,0.575314657,0.948693127,0.323476827,33.14393939
0.145266152,0.66214908,0.319334923,0.574969525,0.948693127,0.323476827,0.24319935,0.810261375,0.317428333,29.22077922
0.574969525,0.948693127,0.323476827,0.242584315,0.810261375,0.317428333,0.201177426,0.616650532,0.27357675,24.48593074
0.242584315,0.810261375,0.317428333,0.200528241,0.616650532,0.27357675,0.719914738,0.865440465,0.220652426,34.9025974
0.200528241,0.616650532,0.27357675,0.719687119,0.865440465,0.220652426,0.040600893,0.524685382,0.337085939,53.26851852
0.719687119,0.865440465,0.220652426,0.039821211,0.524685382,0.337085939,0.121599675,0.620522749,0.542373174,57.04938272
0.039821211,0.524685382,0.337085939,0.120885819,0.620522749,0.542373174,0.105968331,0.311713456,0.584634226,63.20679012
0.120885819,0.620522749,0.542373174,0.105241772,0.311713456,0.584634226,0.363235891,0.428848015,0.653459369,76.70987654
0.105241772,0.311713456,0.584634226,0.362718407,0.428848015,0.653459369,0.235363378,0.414327202,0.8043917,55.21296296
0.362718407,0.428848015,0.653459369,0.234741975,0.414327202,0.8043917,0.34591961,0.624394966,0.564107429,58.60869565
0.234741975,0.414327202,0.8043917,0.345388054,0.624394966,0.564107429,0.195249695,0.771539206,0.602063629,42.88419913
0.345388054,0.624394966,0.564107429,0.194595693,0.771539206,0.602063629,0.141900122,0.708615682,0.426301227,22.18614719
0.194595693,0.771539206,0.602063629,0.141202763,0.708615682,0.426301227,0.123020706,0.715392062,0.194946326,45.18398268
0.141202763,0.708615682,0.426301227,0.122308005,0.715392062,0.194946326,0.000812018,0.268151016,0.452007327,34.44381705
0.122308005,0.715392062,0.194946326,0,0.268151016,0.452007327,0.109419407,0.262342691,0.331957867,29.35606061
0,0.268151016,0.452007327,0.108695652,0.262342691,0.331957867,0.131546894,0.307841239,0.275088874,33.00865801
0.108695652,0.262342691,0.331957867,0.130841121,0.307841239,0.275088874,0.080998782,0.693126815,0.315916209,58.23765432
0.130841121,0.307841239,0.275088874,0.08025193,0.693126815,0.315916209,0.564758425,0.581800581,0.597916271,76.49382716
0.08025193,0.693126815,0.315916209,0.564404714,0.581800581,0.597916271,0.258018676,0.800580833,0.801976782,63.79388084
0.564404714,0.581800581,0.597916271,0.257415685,0.800580833,0.801976782,0.092773041,0.623426912,0.660021644,36.66125541
0.257415685,0.800580833,0.801976782,0.092035758,0.623426912,0.660021644,0.099675193,0.465634076,0.356743545,72.38888889
0.092035758,0.623426912,0.660021644,0.098943519,0.465634076,0.356743545,0.232115307,0.425943853,0.756093354,60.18209877
0.098943519,0.465634076,0.356743545,0.231491264,0.425943853,0.756093354,0.10272026,0.542110358,0.619650527,38.66587957
0.231491264,0.425943853,0.756093354,0.101991061,0.542110358,0.619650527,0.047909054,0.788964182,0.379150466,70.12037037
0.101991061,0.542110358,0.619650527,0.047135311,0.788964182,0.379150466,0.572878603,0.689254598,0.730736722,62.2345679
0.047135311,0.788964182,0.379150466,0.572531491,0.689254598,0.730736722,0.264514819,0.537270087,0.642592241,54.45679012
0.572531491,0.689254598,0.730736722,0.263917107,0.537270087,0.642592241,0.604953309,0.722168441,0.555655219,29.22077922
0.263917107,0.537270087,0.642592241,0.604632263,0.722168441,0.555655219,0.073284612,0.65053243,0.27357675,37.26708075
0.604632263,0.722168441,0.555655219,0.072531491,0.65053243,0.27357675,0.031668697,0.590513069,0.363515228,23.26839827
0.072531491,0.65053243,0.27357675,0.030881755,0.590513069,0.363515228,0.067600487,0.765730881,0.207043315,43.42532468
0.030881755,0.590513069,0.363515228,0.066842747,0.765730881,0.207043315,0.093788063,0.806389158,0.432349721,33.82034632
0.066842747,0.765730881,0.207043315,0.093051605,0.806389158,0.432349721,0.073690621,0.583736689,0.32498895,67.41975309
0.093051605,0.806389158,0.432349721,0.07293783,0.583736689,0.32498895,0.458830694,0.623426912,0.700550256,29.22077922
0.07293783,0.583736689,0.32498895,0.458390898,0.623426912,0.700550256,0.070848559,0.647628267,0.27357675,74.33333333
0.458390898,0.623426912,0.700550256,0.070093458,0.647628267,0.27357675,0.623020706,0.688286544,0.777827609,29.50310559
0.070093458,0.647628267,0.27357675,0.622714344,0.688286544,0.777827609,0.226755989,0.781219748,0.276732486,60.39814815
0.622714344,0.688286544,0.777827609,0.22612759,0.781219748,0.276732486,0.086682907,0.41142304,0.622065444,52.40432099
0.22612759,0.781219748,0.276732486,0.085940675,0.41142304,0.622065444,0.416950873,0.561471442,0.532713505,36.84359119
0.085940675,0.41142304,0.622065444,0.416477042,0.561471442,0.532713505,0.437013893,0.985395008,0.358781624,46.80735931
0.416477042,0.561471442,0.532713505,0.436556366,0.985395008,0.358781624,0.092773041,0.678606002,0.47015281,55.32098765
0.436556366,0.985395008,0.358781624,0.092035758,0.678606002,0.47015281,0.087088916,0.208131655,0.565314888,47.754329
0.092035758,0.678606002,0.47015281,0.086347013,0.208131655,0.565314888,0.108607389,0,0.480737674,68.39197531
0.086347013,0.208131655,0.565314888,0.107882974,0,0.480737674,0.414717824,0.223620523,0.711417384,94.20987654
0.107882974,0,0.480737674,0.414242178,0.223620523,0.711417384,0.104344296,0.618586641,1,85.35185185
0.414242178,0.223620523,0.711417384,0.103616416,0.618586641,1,0.491473812,0.873184898,0.900988391,74.72785829
0.103616416,0.618586641,1,0.491060544,0.873184898,0.900988391,0.076647425,0.666189654,0.782237458,73.14506173
0.491060544,0.873184898,0.900988391,0.075897037,0.666189654,0.782237458,0.451542834,0.511132623,0.764545564,76.49382716
0.075897037,0.666189654,0.782237458,0.451097115,0.511132623,0.764545564,0.316483963,0.519845111,0.801976782,62.77469136
0.451097115,0.511132623,0.764545564,0.315928484,0.519845111,0.801976782,0.04364596,0.703775411,0.648629534,39.77272727
0.315928484,0.519845111,0.801976782,0.042868753,0.703775411,0.648629534,0.026390581,0.672797677,0.391522386,65.48470209
0.042868753,0.703775411,0.648629534,0.02559935,0.672797677,0.391522386,0.213357694,0.61374637,0.678920997,61.72390572
0.02559935,0.672797677,0.391522386,0.212718407,0.61374637,0.678920997,0.397482745,0.42303969,0.636884255,70.55246914
0.212718407,0.61374637,0.678920997,0.396993092,0.42303969,0.636884255,0.223913926,0.70571152,0.735566557,17.31601732
0.396993092,0.42303969,0.636884255,0.223283218,0.70571152,0.735566557,0.2681689,0.893514037,0.140509879,21.91558442
0.223283218,0.70571152,0.735566557,0.267574157,0.893514037,0.140509879,0.070036541,0.649564376,0.191922079,32.60281385
0.267574157,0.893514037,0.140509879,0.06928078,0.649564376,0.191922079,0.497969955,0.76089061,0.311379838,23.57425184
0.06928078,0.649564376,0.191922079,0.497561967,0.76089061,0.311379838,0.248653992,0.811650322,0.210462029,23.29192547
0.497561967,0.76089061,0.311379838,0.24804339,0.811650322,0.210462029,0.395249695,0.787028074,0.207306293,26.6504329
0.24804339,0.811650322,0.210462029,0.394758228,0.787028074,0.207306293,0.057247259,0.802516941,0.244846403,45.45454545
0.394758228,0.787028074,0.207306293,0.056481105,0.802516941,0.244846403,0.064352416,0.813165537,0.455031574,43.29004329
0.056481105,0.802516941,0.244846403,0.063592036,0.813165537,0.455031574,0.090742996,0.730880929,0.430837598,52.2962963
0.063592036,0.813165537,0.455031574,0.090004063,0.730880929,0.430837598,0.13499797,0.567279768,0.531506046,34.22619048
0.090004063,0.730880929,0.430837598,0.134295002,0.567279768,0.531506046,0.096021112,0.674733785,0.329525321,30.3030303
0.134295002,0.567279768,0.531506046,0.095286469,0.674733785,0.329525321,0.15956151,0.794772507,0.285673738,36.25541126
0.095286469,0.674733785,0.329525321,0.158878505,0.794772507,0.285673738,0.128501827,0.64375605,0.352207174,48.0177717
0.158878505,0.794772507,0.285673738,0.12779358,0.64375605,0.352207174,0.103822284,0.572534919,0.483682336,39.80801807
0.12779358,0.64375605,0.352207174,0.10309398,0.572534919,0.483682336,0.07409663,0.309777348,0.391916853,61.91049383
0.10309398,0.572534919,0.483682336,0.073344169,0.309777348,0.391916853,0.690215185,0.642787996,0.638969865,45.18398268
0.073344169,0.309777348,0.391916853,0.68996343,0.642787996,0.638969865,0.535525782,0.609874153,0.452007327,72.69887279
0.68996343,0.642787996,0.638969865,0.535148314,0.609874153,0.452007327,0.292252611,0.15946493,0.759558235,74.33333333
0.535148314,0.609874153,0.452007327,0.291677441,0.15946493,0.759558235,0.13193525,0.11465129,0.777827609,83.08333333
0.291677441,0.15946493,0.759558235,0.131229793,0.11465129,0.777827609,0.420625254,0.266214908,0.87563176,68.07729469
0.131229793,0.11465129,0.777827609,0.420154409,0.266214908,0.87563176,0.253349574,0.249757986,0.707900004,69.25617284
0.420154409,0.266214908,0.87563176,0.252742787,0.249757986,0.707900004,0.299228583,0.424007744,0.721077053,71.41666667
0.252742787,0.249757986,0.707900004,0.298659082,0.424007744,0.721077053,0.1045473,0.499515973,0.745226226,72.92901235
0.298659082,0.424007744,0.721077053,0.103819586,0.499515973,0.745226226,0.401136825,0.624394966,0.762130647,55.25925926
0.103819586,0.499515973,0.745226226,0.400650142,0.624394966,0.762130647,0.117539586,0.661181026,0.564624912,30.16774892
0.400650142,0.624394966,0.762130647,0.11682243,0.661181026,0.564624912,0.22452294,0.714424008,0.284161615,10.01082251
0.11682243,0.661181026,0.564624912,0.223892727,0.714424008,0.284161615,0.063946407,0.794772507,0.058855208,40.17857143
0.223892727,0.714424008,0.284161615,0.063185697,0.794772507,0.058855208,0.082419813,0.854791868,0.396058756,29.78543196
0.063185697,0.794772507,0.058855208,0.081674116,0.854791868,0.396058756,0.084652862,0.8160697,0.279888222,30.84415584
0.081674116,0.854791868,0.396058756,0.08390898,0.8160697,0.279888222,0.055826228,0.678606002,0.291722233,41.53138528
0.08390898,0.8160697,0.279888222,0.055058919,0.678606002,0.291722233,0.245838408,0.770571152,0.411179992,26.6798419
0.055058919,0.678606002,0.291722233,0.245225518,0.770571152,0.411179992,0.066585465,0.590513069,0.245175125,40.71969697
0.245225518,0.770571152,0.411179992,0.0658269,0.590513069,0.245175125,0.063743402,0.270087125,0.402107251,51.86419753
0.0658269,0.590513069,0.245175125,0.062982527,0.270087125,0.402107251,0.095209095,0.23910939,0.526676211,64.50308642
0.062982527,0.270087125,0.402107251,0.094473791,0.23910939,0.526676211,0.236682907,0.247821878,0.667948873,77.57407407
0.094473791,0.23910939,0.526676211,0.236062576,0.247821878,0.667948873,0.355257816,0.259438529,0.814051369,74.7654321
0.236062576,0.247821878,0.667948873,0.354733848,0.259438529,0.814051369,0.284449858,0.329138432,0.782657444,55.42901235
0.354733848,0.259438529,0.814051369,0.283868346,0.329138432,0.782657444,0.440722696,0.469506292,0.566522347,54.02469136
0.283868346,0.329138432,0.782657444,0.440268184,0.469506292,0.566522347,0.371782379,0.463697967,0.550825384,71.84876543
0.440268184,0.469506292,0.566522347,0.371271841,0.463697967,0.550825384,0.144336175,0.495643756,0.750056061,39.36688312
0.371271841,0.463697967,0.550825384,0.143640796,0.495643756,0.750056061,0.166260658,0.590513069,0.386986015,38.69047619
0.143640796,0.495643756,0.750056061,0.165583096,0.590513069,0.386986015,0.065773447,0.729912875,0.379425398,38.39638622
0.165583096,0.590513069,0.386986015,0.065014222,0.729912875,0.379425398,0.184328055,0.53339787,0.376138172,35.44372294
0.065014222,0.729912875,0.379425398,0.183665177,0.53339787,0.376138172,0.452090946,0.421103582,0.343134433,45.58982684
0.183665177,0.53339787,0.376138172,0.451645672,0.421103582,0.343134433,0.099675193,0.600193611,0.456543698,44.46640316
0.451645672,0.421103582,0.343134433,0.098943519,0.600193611,0.456543698,0.031871701,0.738625363,0.443986498,48.02489177
0.098943519,0.600193611,0.456543698,0.031084925,0.738625363,0.443986498,0.086073894,0.783155857,0.483761921,80.92283951
0.031084925,0.738625363,0.443986498,0.085331166,0.783155857,0.483761921,0.053390175,0.38625363,0.851482587,70.76851852
0.085331166,0.783155857,0.483761921,0.052620886,0.38625363,0.851482587,0.270807958,0.377541142,0.737981474,71.00805153
0.052620886,0.38625363,0.851482587,0.27021536,0.377541142,0.737981474,0.419610231,0.463697967,0.740658882,45.31926407
0.27021536,0.377541142,0.737981474,0.419138562,0.463697967,0.740658882,0.268574909,0.629235237,0.453519451,22.32142857
0.419138562,0.463697967,0.740658882,0.267980496,0.629235237,0.453519451,0.2909054,0.418199419,0.19645845,29.78543196
0.267980496,0.629235237,0.453519451,0.290329134,0.418199419,0.19645845,0.728380024,0.691190707,0.279888222,40.71969697
0.290329134,0.418199419,0.19645845,0.728159285,0.691190707,0.279888222,0.203004466,0.83446273,0.402107251,35.8495671
0.728159285,0.691190707,0.279888222,0.202356766,0.83446273,0.402107251,0.098051157,0.774443369,0.347670803,17.78656126
0.202356766,0.83446273,0.402107251,0.097318163,0.774443369,0.347670803,0.074502639,0.817037754,0.145769439,15.96320346
0.097318163,0.774443369,0.347670803,0.073750508,0.817037754,0.145769439,0.211124645,1,0.125388644,15.28679654
0.073750508,0.817037754,0.145769439,0.210483543,1,0.125388644,0.156516443,0.956437561,0.117828026,23.26839827
0.210483543,1,0.125388644,0.155830963,0.956437561,0.117828026,0.063540398,0.658276864,0.207043315,35.44372294
0.155830963,0.956437561,0.117828026,0.062779358,0.658276864,0.207043315,0.105359318,0.693126815,0.343134433,30.43831169
0.062779358,0.658276864,0.207043315,0.104632263,0.693126815,0.343134433,0.531024378,0.567195589,0.287185862,16.23376623
0.104632263,0.693126815,0.343134433,0.530643252,0.567195589,0.287185862,0.098051157,0.782187803,0.128412891,14.31523022
0.530643252,0.567195589,0.287185862,0.097318163,0.782187803,0.128412891,0.070848559,0.972894482,0.10696823,29.07961604
0.097318163,0.782187803,0.128412891,0.070093458,0.972894482,0.10696823,0.181485993,0.835430784,0.271998882,36.39069264
0.070093458,0.972894482,0.10696823,0.180820805,0.835430784,0.271998882,0.212545676,0.565343659,0.353719297,24.21536797
0.180820805,0.835430784,0.271998882,0.211905729,0.565343659,0.353719297,0.570239545,0.524685382,0.217628179,27.05627706
0.211905729,0.565343659,0.353719297,0.569890289,0.524685382,0.217628179,0.297198538,0.642787996,0.249382774,36.84359119
0.569890289,0.524685382,0.217628179,0.296627387,0.642787996,0.249382774,0.1545676,0.591481123,0.358781624,29.50310559
0.296627387,0.642787996,0.249382774,0.153880536,0.591481123,0.358781624,0.749695493,0.390125847,0.276732486,33.54978355
0.153880536,0.591481123,0.358781624,0.749492076,0.390125847,0.276732486,0.653065367,0.354307841,0.321964703,36.7965368
0.749492076,0.390125847,0.276732486,0.652783421,0.354307841,0.321964703,0.453917986,0.413359148,0.358255668,26.24458874
0.652783421,0.354307841,0.321964703,0.453474197,0.413359148,0.358255668,0.622411693,0.395934172,0.240310032,24.48593074
0.453474197,0.413359148,0.358255668,0.622104835,0.395934172,0.240310032,0.580592773,0.716360116,0.220652426,22.18614719
0.622104835,0.395934172,0.240310032,0.58025193,0.716360116,0.220652426,0.252943565,0.745401742,0.194946326,23.0095991
0.58025193,0.716360116,0.220652426,0.252336449,0.745401742,0.194946326,0.154486399,0.634075508,0.204150557,33.54978355
0.252336449,0.745401742,0.194946326,0.153799269,0.634075508,0.204150557,0.322777101,0.34946757,0.321964703,50.05411255
0.153799269,0.634075508,0.204150557,0.322226737,0.34946757,0.321964703,0.281770199,0.499515973,0.506443774,45.72510823
0.322226737,0.34946757,0.321964703,0.28118651,0.499515973,0.506443774,0.262362972,0.415295257,0.458055821,41.26082251
0.28118651,0.499515973,0.506443774,0.261763511,0.415295257,0.458055821,0.248680471,0.430784124,0.408155745,41.12554113
0.261763511,0.415295257,0.458055821,0.24806989,0.430784124,0.408155745,0.299431587,0.666021297,0.406643621,20.56277056
0.24806989,0.430784124,0.408155745,0.298862251,0.666021297,0.406643621,0.699756395,0.467570184,0.176800844,25.83874459
0.298862251,0.666021297,0.406643621,0.699512393,0.467570184,0.176800844,0.778319123,0.333010649,0.235773662,31.92640693
0.699512393,0.467570184,0.176800844,0.778138968,0.333010649,0.235773662,0.719041819,0.328170378,0.303819221,30.43831169
0.778138968,0.333010649,0.235773662,0.71881349,0.328170378,0.303819221,0.825619164,0.273959342,0.287185862,33.45567476
0.71881349,0.328170378,0.303819221,0.825477448,0.273959342,0.287185862,0.622208689,0.305905131,0.320912791,32.06168831
0.825477448,0.273959342,0.287185862,0.621901666,0.305905131,0.320912791,0.699959399,0.308809293,0.305331344,34.86730661
0.621901666,0.305905131,0.320912791,0.699715563,0.308809293,0.305331344,0.614494519,0.298160697,0.336691472,26.10930736
0.699715563,0.308809293,0.305331344,0.614181227,0.298160697,0.336691472,0.69589931,0.286544046,0.238797909,28.93845285
0.614181227,0.298160697,0.336691472,0.695652174,0.286544046,0.238797909,0.490052781,0.298160697,0.270421014,31.65584416
0.695652174,0.286544046,0.238797909,0.489638358,0.298160697,0.270421014,0.532886724,0.359148112,0.300794974,32.46753247
0.489638358,0.298160697,0.270421014,0.532507111,0.359148112,0.300794974,0.438692651,0.391093901,0.309867715,28.54437229
0.532507111,0.359148112,0.300794974,0.438236489,0.391093901,0.309867715,0.318514007,0.561471442,0.266016132,33.14393939
0.438236489,0.391093901,0.309867715,0.317960179,0.561471442,0.266016132,0.486398701,0.409486931,0.317428333,28.40909091
0.317960179,0.561471442,0.266016132,0.485981308,0.409486931,0.317428333,0.459805116,0.435624395,0.264504009,32.74985884
0.485981308,0.409486931,0.317428333,0.459366111,0.435624395,0.264504009,0.406414941,0.488867377,0.313023451,32.02479339
0.459366111,0.435624395,0.264504009,0.405932548,0.488867377,0.313023451,0.458993098,0.528557599,0.304918947,27.73268398
0.405932548,0.488867377,0.313023451,0.458553434,0.528557599,0.304918947,0.24319935,0.656340755,0.256943391,25.43290043
